Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter,fix_quality
1676488639.2442539,0,1676488639,20000000,GPS1_Frame,42.33602274166667,-71.08867745166667,73.321,0.9,327930.12656909775,4689198.290566309,191719.2,19,T,1
1676488640.2466233,0,1676488640,20000000,GPS1_Frame,42.33601040666667,-71.08865106833333,68.068,1.0,327932.26653504284,4689196.867470801,191720.2,19,T,1
1676488641.2450123,0,1676488641,20000000,GPS1_Frame,42.33601444666667,-71.08855674333333,70.047,1.0,327940.04858235025,4689197.125215952,191721.2,19,T,1
1676488642.2495635,0,1676488642,20000000,GPS1_Frame,42.33601339,-71.08855777,70.676,0.9,327939.96111790475,4689197.009958602,191722.2,19,T,1
1676488643.2393541,0,1676488643,20000000,GPS1_Frame,42.336166973333334,-71.08847965833333,60.974,1.0,327946.8152492696,4689213.906161976,191723.2,19,T,1
1676488644.241704,0,1676488644,20000000,GPS1_Frame,42.33619544,-71.08849129833334,74.297,1.0,327945.9339165897,4689217.090719917,191724.2,19,T,1
1676488645.2421072,0,1676488645,20000000,GPS1_Frame,42.336189698333335,-71.08844472666667,58.919,1.0,327949.75508533535,4689216.358920351,191725.2,19,T,1
1676488646.2505093,0,1676488646,20000000,GPS1_Frame,42.33620202666667,-71.08849117833333,66.857,0.9,327945.9617659906,4689217.821876114,191726.2,19,T,1
1676488647.2431035,0,1676488647,20000000,GPS1_Frame,42.336162635,-71.08845444,58.888,1.0,327948.88104231143,4689213.373397414,191727.2,19,T,1
1676488648.2455163,0,1676488648,20000000,GPS1_Frame,42.336176613333336,-71.08844655833333,60.626,1.0,327949.5684980471,4689214.909637178,191728.2,19,T,1
1676488649.242733,0,1676488649,20000000,GPS1_Frame,42.336197371666664,-71.08842876833333,51.888,1.0,327951.090745777,4689217.178696373,191729.2,19,T,1
1676488650.2418244,0,1676488650,20000000,GPS1_Frame,42.33622466166667,-71.08842394,55.373,1.0,327951.56295297574,4689220.199273069,191730.2,19,T,1
1676488651.250505,0,1676488651,20000000,GPS1_Frame,42.336254376666666,-71.08841625833334,52.016,1.0,327952.2768459944,4689223.48335433,191731.2,19,T,1
1676488652.2424753,0,1676488652,20000000,GPS1_Frame,42.336265735,-71.08837883666666,52.996,1.0,327955.39081821963,4689224.66889541,191732.2,19,T,1
1676488653.2448518,0,1676488653,20000000,GPS1_Frame,42.33625358166667,-71.088336735,50.995,1.0,327958.82623635186,4689223.234178162,191733.2,19,T,1
1676488654.2414634,0,1676488654,20000000,GPS1_Frame,42.33627182,-71.08837419666666,61.458,1.1,327955.78968030727,4689225.335200174,191734.2,19,T,1
1676488655.238507,0,1676488655,20000000,GPS1_Frame,42.33631399,-71.08826793166666,33.711,1.1,327964.65935183375,4689229.802858941,191735.2,19,T,1
1676488656.234163,0,1676488656,20000000,GPS1_Frame,42.336322341666666,-71.088261165,33.111,1.1,327965.23959975643,4689230.716557624,191736.2,19,T,1
1676488657.2357607,0,1676488657,20000000,GPS1_Frame,42.33633932,-71.088254225,20.907,1.1,327965.8576516666,4689232.587831093,191737.2,19,T,1
1676488658.2300677,0,1676488658,20000000,GPS1_Frame,42.336354523333334,-71.08825553333334,14.808,1.1,327965.79132224596,4689234.278692068,191738.2,19,T,1
1676488659.2335627,0,1676488659,20000000,GPS1_Frame,42.336372788333335,-71.08822957666666,22.441,1.1,327967.979574312,4689236.254366678,191739.2,19,T,1
