Time,header,latitude,longitude,altitude,utm_easting,HDOP,UTC,utm_northing,zone,letter
1675728651.9817038,$GPGGA,42.33775833333334,-71.08577,19.5,328174.3860732225,1.7,1053.0,4689385.135431433,19,T
1675728652.9819276,$GPGGA,42.337755,-71.08578333333334,19.4,328173.2785490223,1.7,1054.0,4689384.792233712,19,T
1675728653.9831917,$GPGGA,42.33774833333334,-71.085795,19.2,328172.2992511684,1.7,1055.0,4689384.0755269695,19,T
1675728654.982442,$GPGGA,42.337740000000004,-71.08580333333333,19.3,328171.59002484364,1.7,1056.0,4689383.167013781,19,T
1675728655.980413,$GPGGA,42.33772999999999,-71.08580833333333,18.9,328171.15087009885,1.7,1057.0,4689382.066694064,19,T
1675728656.9815748,$GPGGA,42.33772166666666,-71.08582,18.7,328170.1670320081,1.7,1058.0,4689381.164916993,19,T
1675728657.9828098,$GPGGA,42.33771333333334,-71.08583166666668,18.4,328169.18319366616,1.7,1059.0,4689380.263140055,19,T
1675728658.9826396,$GPGGA,42.33770666666666,-71.08584166666667,17.9,328168.3412005146,1.7,1100.0,4689379.543065816,19,T
1675728659.984672,$GPGGA,42.33769833333334,-71.08585,17.5,328167.6319732419,1.7,1101.0,4689378.634553006,19,T
1675728660.9826288,$GPGGA,42.33768833333333,-71.08585666666666,17.4,328167.0555118504,1.7,1102.0,4689377.537601584,19,T
1675728661.9835224,$GPGGA,42.33768,-71.08586666666666,17.0,328166.2089784186,1.7,1103.0,4689376.632456976,19,T
1675728662.9835246,$GPGGA,42.337673333333335,-71.08587666666668,16.5,328165.3669845342,1.7,1104.0,4689375.912383076,19,T
1675728663.9829657,$GPGGA,42.33766666666667,-71.08588833333333,16.1,328164.3876846468,1.7,1105.0,4689375.195677388,19,T
1675728664.983893,$GPGGA,42.33765833333334,-71.08590000000001,15.8,328163.4038447399,1.7,1106.0,4689374.293901223,19,T
1675728665.9837253,$GPGGA,42.33764833333333,-71.08590666666667,15.5,328162.8273823676,3.0,1107.0,4689373.196950124,19,T
1675728666.981796,$GPGGA,42.33763833333334,-71.08591500000001,15.0,328162.1136139275,3.0,1108.0,4689372.103367231,19,T
1675728667.98149,$GPGGA,42.33763166666666,-71.08592833333334,14.7,328160.9970072733,3.0,1109.0,4689371.390030157,19,T
1675728668.9835699,$GPGGA,42.337626666666665,-71.08594,14.5,328160.0222462078,3.0,1110.0,4689370.858395662,19,T
1675728669.986704,$GPGGA,42.33762166666667,-71.08595166666667,14.2,328159.04748499044,3.0,1111.0,4689370.326761301,19,T
1675728670.9839296,$GPGGA,42.33761666666666,-71.08596166666666,14.0,328158.21002956544,3.0,1112.0,4689369.791758834,19,T
1675728671.9844239,$GPGGA,42.33761,-71.08597166666667,13.7,328157.36803404277,3.0,1113.0,4689369.071685854,19,T
1675728672.9836297,$GPGGA,42.33760166666666,-71.08598166666667,13.6,328156.5214983609,1.7,1114.0,4689368.16654236,19,T
1675728673.9836314,$GPGGA,42.33759499999999,-71.08599166666666,13.4,328155.67950247414,3.0,1115.0,4689367.446469574,19,T
1675728674.9831126,$GPGGA,42.33758666666666,-71.08600166666666,13.3,328154.8329663861,3.0,1116.0,4689366.541326274,19,T
1675728675.9813104,$GPGGA,42.33757833333334,-71.08601166666668,13.2,328153.9864300812,3.0,1117.0,4689365.636183075,19,T
1675728676.9821212,$GPGGA,42.33757166666666,-71.08601999999999,13.2,328153.2817396753,3.1,1118.0,4689364.912742246,19,T
1675728677.984984,$GPGGA,42.337565,-71.08602833333333,13.1,328152.5770491263,3.1,1119.0,4689364.189301488,19,T
1675728678.982787,$GPGGA,42.33755666666666,-71.08603666666666,13.0,328151.8678183314,1.7,1120.0,4689363.280790187,19,T
1675728679.9999256,$GPGGA,42.33754833333334,-71.08604666666666,12.9,328151.0212812666,3.1,1121.0,4689362.375647326,19,T
1675728680.9993834,$GPGGA,42.33754166666666,-71.08605666666668,12.8,328150.1792841276,1.7,1122.0,4689361.655575169,19,T
1675728681.9999917,$GPGGA,42.337534999999995,-71.08606833333333,12.9,328149.19998070155,1.7,1123.0,4689360.938871516,19,T
1675728682.9995108,$GPGGA,42.33752666666666,-71.08607833333333,13.1,328148.35344301444,1.7,1124.0,4689360.03372896,19,T
1675728683.998979,$GPGGA,42.33752,-71.08608833333332,13.3,328147.5114453265,1.7,1125.0,4689359.313657109,19,T
1675728685.0005243,$GPGGA,42.337515,-71.0861,13.4,328146.53668153036,1.7,1126.0,4689358.782024423,19,T
